churn_intent,satisfaction_score,nps,engagement_count,services_count,loyalty_tier,tenure_months,avg_monthly_spend,upgrade_willingness,value_for_money,pref_channel,network_quality_score,service_quality_score,plan_flexibility,retention_incentives,pain_points,digital_literacy,income_bracket,age_group,payment_method,multi_sim_usage,price_quality_weight,churn_flag
2,6.9,6,15,2,Platinum,34,28.36,1,1,Email,4,5,5,Extra data,,Intermediate,5-10k,35-44,Wallet,No,8,0
5,4.5,5,15,3,Silver,5,28.01,1,4,SMS,5,3,5,"Device upgrade, Streaming subscription, Extra data",Poor support,Intermediate,<5k,35-44,Debit card,No,4,1
1,5.9,6,23,2,Bronze,7,22.13,2,1,Email,2,3,2,Loyalty points,"Hidden fees, Billing errors",Intermediate,10-20k,35-44,Cash,No,5,0
2,8.7,6,23,4,Silver,25,38.78,5,2,SMS,4,5,3,"Price discount, Extra data, Streaming subscription","Billing errors, Slow data",Advanced,10-20k,25-34,Credit card,No,7,0
2,9.8,7,12,2,Platinum,16,21.64,4,3,App push,4,4,1,,,Advanced,5-10k,25-34,Cash,Yes,7,0
3,5.2,4,20,4,Platinum,15,27.86,1,4,App push,5,5,2,Streaming subscription,"Billing errors, Hidden fees, Dropped calls",Advanced,5-10k,25-34,Wallet,Yes,4,0
4,6.3,7,18,2,Bronze,40,46.09,2,4,Phone call,4,2,3,"Extra data, Device upgrade","Slow data, Dropped calls, Billing errors",Advanced,10-20k,35-44,Debit card,No,4,1
3,7.2,4,12,4,Bronze,16,37.9,1,4,App push,5,4,2,"Device upgrade, Loyalty points","Hidden fees, Dropped calls, Slow data",Advanced,<5k,18-24,Wallet,No,2,0
2,7.6,7,10,4,Silver,20,37.8,5,1,Phone call,4,5,5,"Extra data, Price discount, Loyalty points",Hidden fees,Intermediate,20k+,18-24,Credit card,No,9,0
3,5.9,5,12,2,Silver,13,13.04,3,3,Email,5,5,1,"Price discount, Device upgrade",,Advanced,20k+,18-24,Wallet,No,5,0
2,7.9,10,17,4,Gold,18,32.74,1,1,App push,4,3,3,Loyalty points,"Slow data, Billing errors",Advanced,10-20k,18-24,Credit card,Yes,7,0
3,6.4,6,16,3,Bronze,35,15.13,1,2,App push,5,4,4,"Device upgrade, Streaming subscription, Extra data","Dropped calls, Hidden fees",Intermediate,<5k,45-54,Debit card,Yes,10,0
1,7.2,8,19,2,Platinum,14,12.12,2,3,Email,4,5,4,"Streaming subscription, Device upgrade","Slow data, Poor support, Hidden fees",Intermediate,10-20k,35-44,Auto-pay,No,7,0
2,8.1,8,17,3,Silver,23,23.58,5,1,App push,5,3,2,"Streaming subscription, Device upgrade, Price discount","Slow data, Poor support",Advanced,<5k,25-34,Auto-pay,Yes,6,0
1,7.2,5,16,1,Gold,14,14.92,2,2,App push,5,5,5,"Streaming subscription, Price discount, Loyalty points",,Advanced,<5k,18-24,Credit card,No,6,0
1,6.5,7,18,3,Silver,2,37.9,3,5,App push,4,5,3,Price discount,Billing errors,Advanced,5-10k,25-34,Debit card,No,6,0
2,7.0,7,13,1,Silver,10,38.4,3,5,App push,2,3,3,Streaming subscription,Hidden fees,Advanced,5-10k,25-34,Credit card,No,9,0
2,7.1,8,17,1,Platinum,13,8.62,2,2,SMS,2,2,1,"Extra data, Streaming subscription, Device upgrade",Poor support,Advanced,20k+,18-24,Wallet,No,7,0
4,6.6,10,14,2,Silver,20,15.56,4,1,App push,1,2,3,Price discount,"Poor support, Slow data",Advanced,10-20k,25-34,Debit card,No,5,1
2,6.8,4,14,3,Gold,30,10.99,3,1,SMS,5,5,5,"Loyalty points, Device upgrade","Slow data, Hidden fees, Billing errors",Intermediate,10-20k,25-34,Debit card,No,9,0
2,9.8,10,13,4,Platinum,17,19.02,5,2,App push,3,3,4,Extra data,"Dropped calls, Billing errors",Intermediate,5-10k,35-44,Credit card,No,9,0
1,8.1,8,17,4,Silver,14,31.51,5,5,App push,3,4,5,"Device upgrade, Streaming subscription, Price discount",Dropped calls,Intermediate,5-10k,35-44,Auto-pay,No,3,0
2,6.7,7,9,2,Silver,24,21.47,1,1,Phone call,5,4,3,"Device upgrade, Price discount",,Advanced,5-10k,18-24,Debit card,No,10,0
4,8.3,8,20,1,Bronze,19,17.74,3,4,SMS,4,4,1,"Streaming subscription, Price discount","Poor support, Slow data",Advanced,20k+,25-34,Credit card,Yes,7,1
4,6.7,6,19,3,Bronze,5,50.15,4,1,SMS,4,2,1,"Price discount, Extra data","Poor support, Hidden fees, Slow data",Intermediate,<5k,35-44,Debit card,No,7,1
2,9.1,8,15,3,Bronze,51,6.91,5,5,SMS,3,3,2,Streaming subscription,,Advanced,20k+,25-34,Credit card,No,9,0
2,7.8,8,14,2,Bronze,15,48.44,4,2,Email,5,5,4,"Loyalty points, Device upgrade",Billing errors,Intermediate,5-10k,45-54,Cash,Yes,5,0
5,7.0,5,12,2,Bronze,19,18.19,1,4,App push,5,5,4,Extra data,"Poor support, Billing errors",Intermediate,5-10k,35-44,Auto-pay,Yes,8,1
1,7.9,9,15,2,Bronze,4,23.5,2,2,App push,5,5,2,"Loyalty points, Streaming subscription","Dropped calls, Hidden fees, Billing errors",Advanced,10-20k,18-24,Wallet,Yes,5,0
4,4.7,4,19,2,Silver,41,18.36,1,4,App push,4,1,3,"Loyalty points, Extra data","Hidden fees, Billing errors",Advanced,5-10k,18-24,Debit card,No,2,1
1,5.4,4,18,3,Silver,13,57.32,2,1,App push,5,4,3,"Device upgrade, Extra data","Dropped calls, Billing errors",Intermediate,20k+,35-44,Wallet,No,4,0
4,5.3,5,8,2,Bronze,54,12.47,1,1,Email,2,5,3,Loyalty points,"Poor support, Slow data",Advanced,20k+,18-24,Debit card,Yes,7,1
4,7.4,9,17,4,Bronze,18,24.69,1,5,SMS,1,3,2,,"Slow data, Billing errors, Poor support",Intermediate,5-10k,35-44,Credit card,No,4,1
3,10.0,9,20,2,Silver,29,32.79,1,5,SMS,1,5,1,"Streaming subscription, Loyalty points, Extra data",Billing errors,Intermediate,5-10k,45-54,Auto-pay,No,10,0
2,10.0,10,16,2,Silver,14,10.11,5,5,App push,4,5,1,"Device upgrade, Extra data, Streaming subscription","Dropped calls, Hidden fees, Poor support",Intermediate,5-10k,35-44,Credit card,No,9,0
1,8.2,7,15,4,Silver,6,14.79,4,4,App push,4,2,1,"Extra data, Streaming subscription, Device upgrade","Dropped calls, Poor support, Slow data",Advanced,20k+,25-34,Credit card,No,9,0
5,8.0,9,21,3,Silver,26,22.61,2,5,App push,4,5,1,"Loyalty points, Device upgrade",,Intermediate,<5k,35-44,Auto-pay,Yes,6,1
4,4.3,5,14,2,Gold,26,15.06,1,1,Email,1,5,1,"Streaming subscription, Extra data, Device upgrade",Dropped calls,Advanced,10-20k,25-34,Credit card,No,7,1
1,6.3,9,12,3,Silver,1,15.66,1,2,Email,4,2,4,"Loyalty points, Price discount",,Advanced,10-20k,25-34,Wallet,No,3,0
2,5.9,6,13,2,Silver,5,20.24,4,2,Phone call,5,4,2,Device upgrade,,Intermediate,10-20k,45-54,Auto-pay,No,8,0
4,6.2,7,15,3,Platinum,41,35.07,1,4,SMS,4,4,5,Device upgrade,"Slow data, Dropped calls, Billing errors",Advanced,<5k,25-34,Debit card,No,7,1
3,6.9,7,17,2,Gold,13,20.32,1,2,App push,5,4,1,"Streaming subscription, Extra data, Device upgrade",Hidden fees,Beginner,10-20k,55+,Credit card,No,7,0
3,6.4,8,16,3,Silver,31,44.4,3,1,Email,3,3,2,"Price discount, Streaming subscription, Loyalty points",,Intermediate,20k+,45-54,Debit card,Yes,10,0
5,4.0,3,11,1,Silver,72,14.17,2,3,SMS,5,4,2,"Loyalty points, Extra data, Streaming subscription","Hidden fees, Slow data, Dropped calls",Advanced,<5k,18-24,Credit card,No,4,1
1,8.4,9,12,2,Bronze,27,12.32,5,5,App push,4,5,1,"Streaming subscription, Device upgrade, Price discount","Billing errors, Poor support",Advanced,<5k,18-24,Debit card,No,6,0
1,5.5,5,11,4,Silver,19,70.77,2,2,Email,3,4,5,"Streaming subscription, Device upgrade, Loyalty points",Poor support,Advanced,20k+,18-24,Wallet,Yes,7,0
2,7.6,8,10,3,Platinum,10,17.08,4,1,App push,3,2,1,"Streaming subscription, Price discount, Extra data","Poor support, Billing errors",Advanced,<5k,18-24,Debit card,Yes,4,0
2,10.0,10,18,1,Silver,24,11.93,3,1,App push,5,5,5,"Device upgrade, Price discount, Streaming subscription",Billing errors,Advanced,20k+,18-24,Debit card,No,6,0
4,5.7,6,15,2,Platinum,26,9.41,5,2,Email,5,4,5,"Loyalty points, Extra data, Device upgrade","Poor support, Billing errors",Beginner,5-10k,35-44,Debit card,No,7,1
4,3.2,3,16,2,Silver,20,44.31,3,2,App push,4,5,3,"Streaming subscription, Loyalty points, Extra data","Billing errors, Slow data",Advanced,<5k,18-24,Debit card,Yes,5,1
3,6.7,7,15,3,Platinum,32,20.33,2,4,App push,3,4,3,Loyalty points,"Slow data, Poor support",Advanced,20k+,25-34,Wallet,No,9,0
1,9.0,10,22,3,Silver,6,21.34,5,4,Email,5,3,4,"Device upgrade, Extra data, Streaming subscription",,Intermediate,5-10k,45-54,Credit card,No,2,0
1,10.0,10,16,3,Bronze,21,22.48,5,4,App push,5,3,2,"Device upgrade, Extra data",Hidden fees,Beginner,5-10k,18-24,Wallet,No,9,0
3,5.2,6,23,2,Silver,19,42.82,1,2,App push,4,5,4,Streaming subscription,Hidden fees,Intermediate,5-10k,45-54,Debit card,Yes,8,0
4,8.0,7,80,3,Bronze,48,22.23,3,5,SMS,4,3,1,"Price discount, Device upgrade","Billing errors, Dropped calls",Advanced,5-10k,25-34,Credit card,No,5,1
1,6.5,5,14,2,Bronze,25,89.05,5,2,Phone call,3,5,1,"Extra data, Loyalty points, Device upgrade",,Advanced,<5k,18-24,Credit card,Yes,4,0
4,7.0,8,19,1,Gold,6,26.41,2,3,Email,5,3,3,Device upgrade,,Intermediate,5-10k,35-44,Debit card,No,1,1
2,10.0,10,17,3,Bronze,10,43.99,4,5,App push,4,4,3,"Price discount, Streaming subscription","Dropped calls, Poor support",Intermediate,20k+,35-44,Cash,No,4,0
5,4.8,7,12,4,Gold,15,38.2,3,1,App push,5,4,5,"Loyalty points, Price discount",,Intermediate,5-10k,45-54,Credit card,No,9,1
1,7.6,7,18,3,Bronze,16,24.05,2,1,Email,4,5,1,"Price discount, Device upgrade, Extra data",Poor support,Intermediate,10-20k,35-44,Auto-pay,No,6,0
3,7.9,8,11,3,Bronze,26,17.76,1,5,Email,4,5,5,"Extra data, Device upgrade, Loyalty points","Billing errors, Poor support, Hidden fees",Intermediate,5-10k,45-54,Debit card,Yes,9,0
2,8.9,7,12,3,Platinum,28,29.45,5,2,Email,4,3,2,Loyalty points,,Advanced,10-20k,25-34,Auto-pay,No,4,0
5,7.4,7,15,4,Silver,9,32.48,3,4,Email,5,4,2,"Extra data, Streaming subscription","Poor support, Hidden fees",Advanced,<5k,18-24,Credit card,Yes,8,1
2,7.7,9,13,2,Silver,54,17.9,1,1,App push,5,2,2,Streaming subscription,"Dropped calls, Slow data, Hidden fees",Beginner,20k+,35-44,Credit card,No,4,0
2,6.6,6,14,2,Silver,25,26.88,5,4,App push,4,4,3,"Device upgrade, Extra data, Streaming subscription","Poor support, Dropped calls, Billing errors",Intermediate,5-10k,45-54,Credit card,Yes,4,0
4,7.6,8,10,4,Silver,65,48.42,1,2,SMS,5,4,1,"Price discount, Extra data","Billing errors, Hidden fees",Beginner,<5k,55+,Credit card,No,6,1
4,6.7,6,20,4,Gold,47,76.59,2,1,App push,4,5,3,"Price discount, Device upgrade, Loyalty points","Dropped calls, Billing errors, Poor support",Advanced,<5k,25-34,Wallet,No,4,1
3,8.2,9,14,2,Silver,12,39.25,2,4,Phone call,4,5,5,"Extra data, Streaming subscription","Dropped calls, Poor support",Advanced,<5k,25-34,Credit card,No,2,0
1,6.6,5,17,2,Silver,6,68.34,2,2,App push,3,4,3,"Streaming subscription, Loyalty points, Device upgrade","Slow data, Hidden fees",Intermediate,5-10k,35-44,Debit card,Yes,6,0
2,7.8,8,17,2,Gold,4,17.35,1,2,App push,4,4,3,"Device upgrade, Price discount","Slow data, Billing errors",Advanced,5-10k,25-34,Credit card,No,6,0
2,7.2,4,18,1,Bronze,1,144.36,1,1,App push,3,5,5,"Device upgrade, Extra data",Billing errors,Intermediate,10-20k,45-54,Debit card,Yes,9,0
2,9.0,9,15,4,Silver,23,51.22,5,1,Email,5,5,4,"Loyalty points, Price discount, Device upgrade","Poor support, Slow data, Dropped calls",Beginner,5-10k,45-54,Wallet,No,8,0
2,7.1,5,15,2,Platinum,11,14.98,1,2,Email,4,1,3,Extra data,,Advanced,<5k,25-34,Cash,No,9,0
3,4.4,6,20,4,Silver,30,18.78,3,1,App push,5,4,2,Loyalty points,,Intermediate,10-20k,35-44,Cash,No,8,0
2,9.2,10,12,1,Gold,12,63.81,4,5,Email,4,4,5,"Streaming subscription, Device upgrade, Loyalty points",Poor support,Intermediate,10-20k,35-44,Credit card,No,7,0
4,5.8,6,9,2,Silver,9,14.35,5,1,App push,5,3,3,"Streaming subscription, Extra data","Billing errors, Poor support, Hidden fees",Advanced,<5k,18-24,Auto-pay,Yes,3,1
1,6.2,8,16,1,Gold,28,11.73,2,3,App push,4,3,2,"Extra data, Device upgrade, Streaming subscription","Dropped calls, Hidden fees",Intermediate,<5k,45-54,Cash,No,6,0
4,6.2,5,21,3,Platinum,76,56.85,1,1,App push,2,1,2,Loyalty points,"Dropped calls, Poor support",Advanced,<5k,25-34,Debit card,Yes,7,1
1,9.4,10,9,3,Bronze,47,47.38,2,2,Email,4,5,5,"Price discount, Loyalty points, Device upgrade",,Intermediate,10-20k,45-54,Debit card,No,10,0
3,3.8,5,15,3,Bronze,29,31.11,4,5,SMS,2,3,1,Streaming subscription,"Hidden fees, Poor support, Billing errors",Advanced,10-20k,25-34,Auto-pay,No,8,0
2,10.0,10,13,1,Silver,43,23.92,5,1,Email,5,2,5,"Streaming subscription, Device upgrade, Loyalty points","Slow data, Hidden fees, Dropped calls",Intermediate,5-10k,45-54,Debit card,No,9,0
5,8.9,10,17,2,Gold,27,19.28,4,5,Email,4,3,1,"Streaming subscription, Device upgrade, Price discount",,Advanced,10-20k,25-34,Cash,No,3,1
1,7.6,6,15,1,Bronze,1,114.6,2,2,Email,5,5,4,Extra data,,Advanced,10-20k,18-24,Debit card,No,5,0
2,7.1,6,24,2,Bronze,33,58.49,2,4,App push,3,5,2,"Extra data, Loyalty points","Hidden fees, Dropped calls",Intermediate,5-10k,45-54,Credit card,No,7,0
1,7.7,7,15,3,Bronze,28,27.97,5,3,SMS,3,4,3,"Device upgrade, Streaming subscription",,Advanced,20k+,18-24,Cash,No,9,0
2,8.0,7,106,3,Platinum,152,80.79,5,5,Email,4,4,5,Device upgrade,Slow data,Advanced,<5k,25-34,Cash,No,6,0
1,8.2,7,9,3,Silver,11,14.97,5,3,Email,5,5,3,"Loyalty points, Price discount, Device upgrade","Dropped calls, Poor support",Beginner,<5k,55+,Debit card,No,6,0
1,8.1,10,12,2,Silver,42,24.27,5,3,Email,5,3,3,Streaming subscription,"Dropped calls, Hidden fees, Poor support",Beginner,5-10k,55+,Cash,Yes,8,0
2,7.3,7,15,2,Bronze,6,19.98,4,1,Email,4,3,1,"Extra data, Loyalty points, Price discount","Slow data, Dropped calls, Poor support",Intermediate,<5k,35-44,Credit card,No,3,0
1,6.9,7,8,2,Silver,22,13.51,1,1,Email,4,3,1,"Price discount, Streaming subscription","Poor support, Billing errors, Dropped calls",Intermediate,5-10k,35-44,Wallet,Yes,10,0
4,7.0,6,16,1,Bronze,19,22.55,3,5,Phone call,2,3,2,Extra data,"Hidden fees, Slow data, Poor support",Advanced,20k+,25-34,Auto-pay,No,4,1
4,6.9,5,15,3,Bronze,1,30.86,3,2,SMS,5,4,4,"Device upgrade, Loyalty points, Streaming subscription",Dropped calls,Advanced,<5k,25-34,Wallet,Yes,1,1
2,9.0,9,15,3,Gold,12,32.73,5,2,App push,5,5,1,"Extra data, Device upgrade","Dropped calls, Hidden fees",Advanced,<5k,25-34,Credit card,No,6,0
3,8.1,6,13,1,Platinum,28,80.94,4,4,Phone call,3,5,1,Price discount,"Slow data, Billing errors",Intermediate,5-10k,35-44,Debit card,No,10,0
1,2.5,2,23,1,Bronze,13,31.67,1,2,Email,4,4,3,"Loyalty points, Extra data, Streaming subscription","Slow data, Dropped calls",Intermediate,20k+,35-44,Wallet,Yes,7,0
2,8.2,7,8,4,Bronze,51,46.18,4,5,App push,2,5,4,"Loyalty points, Device upgrade",,Intermediate,5-10k,35-44,Debit card,No,8,0
3,7.5,10,21,3,Bronze,23,25.44,2,4,SMS,5,1,4,"Price discount, Extra data, Streaming subscription","Hidden fees, Poor support, Dropped calls",Intermediate,5-10k,35-44,Debit card,No,6,0
5,7.2,8,13,3,Silver,16,61.74,1,3,Email,3,3,1,"Extra data, Device upgrade",,Beginner,<5k,18-24,Auto-pay,Yes,6,1
1,6.6,7,14,2,Bronze,42,91.76,1,5,Email,5,4,1,"Loyalty points, Extra data, Device upgrade",Dropped calls,Advanced,<5k,25-34,Debit card,No,2,0
5,9.0,10,17,2,Bronze,14,32.85,4,1,SMS,3,5,5,Device upgrade,,Advanced,20k+,18-24,Debit card,Yes,0,1
4,8.7,8,11,4,Bronze,7,14.21,4,2,Email,5,1,2,"Streaming subscription, Device upgrade, Extra data",,Advanced,20k+,25-34,Credit card,Yes,6,1
1,6.0,7,13,3,Gold,29,18.14,1,3,Email,5,4,5,Streaming subscription,"Poor support, Hidden fees",Intermediate,<5k,25-34,Credit card,No,9,0
1,7.9,8,13,2,Gold,6,28.65,1,2,App push,5,5,5,"Loyalty points, Streaming subscription",Slow data,Intermediate,20k+,45-54,Credit card,No,7,0
1,5.6,6,10,3,Silver,13,31.53,4,4,Phone call,5,5,4,"Device upgrade, Price discount","Poor support, Hidden fees, Dropped calls",Advanced,10-20k,25-34,Auto-pay,No,8,0
1,5.0,7,18,3,Silver,20,36.02,3,5,SMS,5,5,1,"Price discount, Streaming subscription, Loyalty points","Dropped calls, Slow data, Billing errors",Intermediate,20k+,18-24,Debit card,No,10,0
1,6.2,7,9,2,Gold,15,31.6,1,3,Email,2,4,5,"Price discount, Streaming subscription",Billing errors,Advanced,5-10k,18-24,Debit card,No,7,0
5,8.6,9,17,2,Platinum,116,24.63,5,2,Email,4,2,4,"Extra data, Streaming subscription",Hidden fees,Intermediate,5-10k,35-44,Wallet,No,6,1
1,8.7,7,19,1,Bronze,27,17.29,5,5,Email,3,4,3,"Loyalty points, Extra data",,Intermediate,5-10k,35-44,Cash,No,4,0
1,8.0,7,17,1,Bronze,18,30.59,1,3,App push,5,2,2,"Loyalty points, Price discount",,Advanced,10-20k,18-24,Cash,Yes,10,0
2,8.4,8,14,3,Silver,11,68.05,4,3,Email,4,5,2,"Streaming subscription, Price discount, Device upgrade",Hidden fees,Advanced,<5k,18-24,Credit card,No,7,0
1,8.0,8,16,2,Bronze,25,42.99,5,2,SMS,5,4,1,Streaming subscription,"Hidden fees, Slow data, Poor support",Intermediate,<5k,35-44,Wallet,No,4,0
1,6.2,5,15,3,Silver,43,32.92,2,5,App push,5,4,3,"Extra data, Device upgrade","Slow data, Billing errors, Dropped calls",Advanced,5-10k,18-24,Credit card,No,3,0
2,7.9,10,14,4,Silver,4,43.22,3,3,App push,3,5,3,"Extra data, Loyalty points",,Intermediate,10-20k,45-54,Credit card,Yes,9,0
1,8.5,10,7,1,Silver,25,20.0,4,4,Email,3,4,2,"Loyalty points, Price discount","Poor support, Hidden fees, Dropped calls",Intermediate,<5k,35-44,Credit card,No,3,0
1,8.4,9,14,2,Bronze,17,18.55,3,5,App push,3,4,3,"Extra data, Price discount, Device upgrade",,Advanced,10-20k,18-24,Credit card,Yes,10,0
2,9.1,9,6,3,Silver,34,16.26,5,2,SMS,4,5,2,"Extra data, Streaming subscription, Loyalty points",Billing errors,Advanced,20k+,18-24,Credit card,No,0,0
2,8.3,8,12,3,Platinum,20,22.9,3,3,SMS,3,5,4,Price discount,"Billing errors, Hidden fees",Beginner,<5k,55+,Cash,No,10,0
2,7.8,7,10,3,Bronze,27,19.45,3,5,SMS,1,5,5,Extra data,"Dropped calls, Hidden fees",Advanced,10-20k,25-34,Credit card,No,7,0
4,8.9,9,11,2,Silver,68,47.68,2,2,Email,5,1,1,"Streaming subscription, Price discount, Device upgrade","Slow data, Hidden fees, Dropped calls",Advanced,5-10k,25-34,Cash,No,6,1
2,7.2,8,13,2,Bronze,35,18.89,1,4,Phone call,5,4,2,Streaming subscription,Dropped calls,Intermediate,20k+,45-54,Credit card,No,6,0
4,5.8,4,15,3,Bronze,15,15.78,2,5,Email,4,5,1,"Price discount, Extra data","Poor support, Billing errors, Slow data",Intermediate,<5k,45-54,Credit card,Yes,10,1
1,6.9,7,18,4,Silver,8,71.41,1,4,SMS,4,2,4,"Price discount, Device upgrade, Extra data",,Beginner,10-20k,55+,Debit card,No,8,0
5,6.0,6,12,2,Bronze,17,19.14,2,4,Email,1,3,4,"Extra data, Streaming subscription","Slow data, Dropped calls",Intermediate,10-20k,35-44,Auto-pay,No,4,1
1,6.1,4,15,4,Bronze,8,26.69,1,5,Email,5,5,5,Extra data,Slow data,Advanced,20k+,25-34,Wallet,No,2,0
2,7.0,6,12,2,Bronze,21,31.44,2,5,App push,5,1,2,"Price discount, Extra data, Streaming subscription",Poor support,Advanced,10-20k,18-24,Auto-pay,No,6,0
2,5.9,5,11,4,Silver,22,13.13,2,2,Email,2,5,5,Extra data,Poor support,Intermediate,5-10k,35-44,Cash,Yes,6,0
5,6.7,9,17,3,Gold,5,48.4,1,1,Email,3,4,1,"Streaming subscription, Extra data, Price discount",Poor support,Intermediate,10-20k,35-44,Cash,No,2,1
3,4.2,5,19,2,Bronze,21,34.83,4,3,App push,5,4,4,Price discount,,Advanced,20k+,25-34,Cash,No,6,0
4,7.5,6,11,3,Silver,55,57.81,1,4,SMS,5,1,1,"Loyalty points, Streaming subscription","Slow data, Poor support",Intermediate,5-10k,45-54,Cash,Yes,5,1
1,7.2,8,17,2,Bronze,20,16.89,1,3,SMS,1,5,5,Extra data,"Slow data, Billing errors",Advanced,<5k,18-24,Credit card,Yes,6,0
1,5.9,4,21,2,Silver,14,25.91,2,4,SMS,5,4,3,Extra data,Billing errors,Advanced,20k+,25-34,Debit card,No,8,0
3,8.3,10,18,1,Silver,33,25.07,4,2,Email,4,4,4,"Device upgrade, Loyalty points, Streaming subscription",,Advanced,10-20k,18-24,Debit card,No,10,0
4,8.7,8,14,1,Silver,17,28.36,4,4,SMS,4,5,5,"Loyalty points, Extra data, Device upgrade",Billing errors,Advanced,10-20k,25-34,Debit card,No,8,1
2,4.6,4,14,2,Platinum,18,11.02,1,1,Email,5,5,1,Streaming subscription,,Intermediate,<5k,18-24,Debit card,No,4,0
2,6.0,8,14,3,Platinum,42,26.07,3,4,App push,5,5,1,Extra data,"Poor support, Slow data",Intermediate,10-20k,18-24,Credit card,No,7,0
2,6.0,4,16,3,Bronze,9,11.19,2,3,App push,4,4,5,Extra data,Billing errors,Advanced,5-10k,18-24,Debit card,No,6,0
5,5.7,4,6,1,Gold,37,29.88,1,2,App push,5,4,2,"Price discount, Device upgrade, Extra data","Hidden fees, Slow data, Billing errors",Intermediate,10-20k,35-44,Credit card,No,3,1
2,8.5,8,10,4,Bronze,4,7.61,4,2,App push,4,5,1,Streaming subscription,Dropped calls,Intermediate,<5k,35-44,Auto-pay,Yes,7,0
5,6.9,8,9,3,Platinum,73,8.86,3,4,Email,5,5,3,"Streaming subscription, Loyalty points, Device upgrade","Poor support, Slow data, Billing errors",Intermediate,10-20k,35-44,Credit card,No,10,1
2,6.8,5,12,4,Bronze,9,38.48,2,3,App push,4,3,3,"Price discount, Device upgrade","Billing errors, Dropped calls",Beginner,20k+,55+,Credit card,Yes,6,0
4,4.0,1,22,3,Silver,21,72.64,1,2,Email,5,2,1,Loyalty points,"Slow data, Hidden fees, Poor support",Advanced,<5k,25-34,Wallet,No,2,1
2,8.2,8,14,1,Bronze,49,14.25,4,5,Email,5,5,2,Streaming subscription,Hidden fees,Advanced,20k+,25-34,Debit card,No,6,0
4,5.2,6,15,2,Bronze,4,49.35,1,4,Email,2,4,1,"Device upgrade, Streaming subscription, Extra data","Dropped calls, Poor support, Hidden fees",Intermediate,5-10k,45-54,Credit card,No,3,1
3,7.3,9,13,3,Gold,13,29.38,2,5,SMS,5,5,3,Device upgrade,,Advanced,20k+,25-34,Debit card,Yes,8,0
2,7.6,7,13,1,Platinum,35,39.63,3,3,Phone call,5,4,5,Loyalty points,"Dropped calls, Poor support, Billing errors",Beginner,10-20k,55+,Credit card,Yes,7,0
1,9.4,9,18,1,Silver,3,22.39,4,3,SMS,5,3,5,Device upgrade,"Dropped calls, Poor support, Slow data",Advanced,5-10k,18-24,Credit card,No,6,0
2,5.1,6,16,1,Gold,28,107.1,2,5,Email,3,5,4,Device upgrade,,Beginner,10-20k,55+,Credit card,No,5,0
4,2.4,0,12,2,Gold,25,17.59,4,3,Email,5,2,1,"Price discount, Loyalty points, Streaming subscription",Poor support,Intermediate,20k+,18-24,Debit card,No,5,1
1,7.5,7,12,2,Bronze,2,64.04,2,4,SMS,5,4,5,Price discount,Billing errors,Intermediate,5-10k,45-54,Wallet,No,6,0
4,10.0,10,15,2,Bronze,2,23.72,4,2,SMS,3,4,3,"Price discount, Streaming subscription","Dropped calls, Hidden fees, Slow data",Advanced,5-10k,25-34,Debit card,No,4,1
2,9.2,10,23,1,Bronze,1,9.88,3,3,SMS,5,4,1,Loyalty points,Poor support,Beginner,10-20k,55+,Cash,Yes,3,0
2,7.5,7,17,3,Silver,24,31.99,2,1,Email,1,5,5,"Extra data, Price discount, Streaming subscription","Hidden fees, Dropped calls, Slow data",Advanced,10-20k,18-24,Credit card,Yes,9,0
2,6.4,6,16,3,Bronze,10,29.17,2,2,App push,2,5,4,"Price discount, Extra data, Streaming subscription",Poor support,Intermediate,10-20k,35-44,Credit card,Yes,5,0
4,8.5,6,12,2,Bronze,4,13.76,4,1,Email,4,5,4,"Device upgrade, Loyalty points, Price discount",,Beginner,10-20k,55+,Wallet,No,6,1
3,5.6,5,13,1,Bronze,39,14.77,5,1,SMS,4,1,4,"Loyalty points, Price discount, Streaming subscription","Poor support, Dropped calls, Billing errors",Advanced,5-10k,25-34,Credit card,Yes,7,0
1,8.0,9,6,1,Bronze,51,24.2,5,5,App push,5,3,2,"Loyalty points, Price discount",,Intermediate,10-20k,35-44,Wallet,Yes,7,0
1,8.0,7,17,2,Gold,49,29.74,5,2,Phone call,1,4,2,"Price discount, Streaming subscription, Extra data","Hidden fees, Dropped calls",Beginner,<5k,35-44,Debit card,No,3,0
2,8.9,9,14,1,Bronze,21,6.3,4,4,SMS,5,5,4,Streaming subscription,"Hidden fees, Slow data",Advanced,5-10k,25-34,Wallet,No,2,0
2,10.0,10,14,2,Silver,2,43.78,4,5,Email,1,5,2,Loyalty points,Hidden fees,Intermediate,<5k,35-44,Credit card,No,5,0
1,7.8,7,14,3,Silver,4,18.69,1,3,Phone call,2,5,3,Device upgrade,"Dropped calls, Billing errors, Hidden fees",Intermediate,5-10k,35-44,Credit card,No,7,0
4,6.4,7,23,2,Silver,6,11.79,1,1,SMS,1,4,4,Extra data,,Intermediate,5-10k,45-54,Wallet,Yes,4,1
2,7.2,6,15,2,Bronze,11,41.16,3,4,Email,4,4,4,Price discount,"Dropped calls, Billing errors, Slow data",Advanced,5-10k,18-24,Wallet,No,5,0
1,4.4,4,15,2,Bronze,48,24.22,2,4,SMS,5,4,3,Extra data,,Advanced,10-20k,25-34,Credit card,Yes,10,0
